No of Samples,Initiator Concentration(CI) ,Temperature (T),Jacket Temperature (T),Coolant water flowrate (Fcw),Monomer inlet Flowrate (F),Coolant inlet temp.water (Two),Inlet temparature of Feed (Tin), Target variable (Monomer Concentration)
243,0.0252254982817202,351.739098469914,333.407653004105,0.1588,0.99350629738483,293.2,349.931442543222,6.03764619702872
244,0.0249043081425276,352.042188878273,331.751326046507,0.1588,1.00745752004414,293.2,350.138480507891,6.03511305110341
245,0.0251294404230122,347.463527090597,329.632986699433,0.1588,0.997001667261157,293.2,350.126605542315,6.0215434290707
246,0.0250825204958695,349.176229797042,333.582226002094,0.1588,0.999252088563645,293.2,349.96337854581,6.03567051834434
247,0.0252726817701292,342.147153963056,336.079585117014,0.1588,0.991983286161076,293.2,349.958298026844,6.03579529546447
248,0.0248548520473999,346.326385009931,330.918115228441,0.1588,1.00813075890507,293.2,350.088475604689,6.0397218251164
249,0.0249105092297958,353.815616798929,333.003185903554,0.1588,1.00710003813975,293.2,350.043366550855,6.0424770267063
250,0.0250286396742473,354.861270298103,333.287275908209,0.1588,1.0042612237762,293.2,349.858477505936,6.0542803603704
251,0.0246630586212608,347.922955671763,332.473124722376,0.1588,1.01803523059938,293.2,349.930299059886,6.06354103293942
252,0.0250322701784487,347.995051889624,329.620886413979,0.1588,1.00377385717562,293.2,349.774835498894,6.06708629855566
253,0.0249373825744828,353.960858775777,334.753676576864,0.1588,1.00516719084038,293.2,349.975416256286,6.05932876068664
254,0.0252974267303157,345.902601770546,329.190649411819,0.1588,0.991923250335403,293.2,349.939914547417,6.04505220620902
255,0.0247162453500204,352.325334845492,335.574535373297,0.1588,1.01545259902168,293.2,349.968755549838,6.05941835753007
256,0.0248700530236972,348.99267687,334.272587187263,0.1588,1.00960976662715,293.2,349.916636103197,6.05767429120941
257,0.0250735718656598,349.981094870365,331.826701107049,0.1588,1.00096996918686,293.2,349.921284898514,6.05353011165085
258,0.0252360373269315,350.770631033686,327.605869387447,0.1588,0.994427140808575,293.2,350.025640792446,6.04104328427062
259,0.0254086352222316,351.192692394201,329.202772730053,0.1588,0.988151756739156,293.2,349.919179607477,6.03789086998885
260,0.0248210535793031,350.156846396116,329.663666434861,0.1588,1.01183539312863,293.2,349.883429441043,6.05999066858026
261,0.0250376011946295,349.078738997433,323.862046796403,0.1588,1.0024281304496,293.2,350.027500232922,6.04827987067307
262,0.0248490122683298,342.429742378184,335.147823574319,0.1588,1.00874189957879,293.2,350.109165842079,6.04220672297577
263,0.0250620810775019,345.274950224827,327.051327367159,0.1588,0.999534244478715,293.2,349.979397936865,6.04052458061128
264,0.0253095022729955,350.456674191917,331.541413210918,0.1588,0.99008816335386,293.2,349.93548413983,6.03944765166815
265,0.0247702515049271,349.937206401964,326.999077127718,0.1588,1.01434973207729,293.2,349.968186448242,6.05395517131062
266,0.0252397605784044,348.394200732918,337.231908870653,0.1588,0.994528481460008,293.2,349.92621216081,6.04641417195123
267,0.0251024879556198,352.239024638117,330.269940165377,0.1588,0.998525564870984,293.2,350.005696535165,6.04172767894656
268,0.0257475210381516,353.094953180142,334.759475139471,0.1588,0.972334400043557,293.2,350.15230240637,5.9982028075604
269,0.0254135922570461,348.219234588751,333.719051751885,0.1588,0.984694612281433,293.2,349.995513280937,6.00985712802873
270,0.0250532364757107,351.452975610618,330.165747222739,0.1588,1.00114099615829,293.2,349.869113186213,6.04049478859532
271,0.0247728148696214,352.068432387308,336.490108561832,0.1588,1.01384696728673,293.2,349.856855110132,6.06385930753844
272,0.0251078749341538,348.82629540022,331.881448919197,0.1588,0.999269479714355,293.2,350.016801739507,6.04738277321767
273,0.0251242562331201,350.523972125202,327.551407700385,0.1588,0.998260431041826,293.2,349.99297445436,6.04293117424334
274,0.0252561094962636,343.328214987166,334.703979649084,0.1588,0.993687671271671,293.2,349.872819031001,6.0476598607748
275,0.0252052826578873,349.541280890432,336.281105724687,0.1588,0.997321161456682,293.2,349.762012998622,6.05975917046663
276,0.02502033774574,351.742285611551,335.483375538356,0.1588,1.00357904499435,293.2,349.967819186791,6.05312732732456
277,0.0247939035092999,342.673745898631,325.20719348757,0.1588,1.01208726251907,293.2,349.984757486711,6.05422607018149
278,0.0252757956293702,349.394876239922,330.484314044397,0.1588,0.992158181735375,293.2,349.951908346581,6.0420938853748
279,0.024873069653333,346.21000863839,336.835705331471,0.1588,1.01120349611802,293.2,349.797444820771,6.06656145980354
280,0.0252288847956758,355.716825232346,331.209524197449,0.1588,0.994774788964543,293.2,350.047963188777,6.04278904039238
281,0.0255298598960767,348.402332346296,337.791488553041,0.1588,0.980112420544341,293.2,349.997587357386,6.02311629841894
282,0.0249232292782123,351.904207393771,324.310591453948,0.1588,1.00704604212454,293.2,349.952675308895,6.04594321734029
283,0.0251828065030134,355.178945612465,333.733426670467,0.1588,0.996601834430215,293.2,349.95062863059,6.04323538749079
284,0.0250915720435376,350.587627629543,329.292945941205,0.1588,0.999831224187007,293.2,349.909208201147,6.04916528439787
285,0.0251280479901765,352.241192035531,330.577497424387,0.1588,0.99792351827014,293.2,349.899728800249,6.05235709464165
286,0.0253607672641782,354.049024649304,334.845905267165,0.1588,0.987791285865568,293.2,350.067694952875,6.02971604691899
287,0.0254367380524981,358.778880349386,329.968341347253,0.1588,0.984606629372886,293.2,350.075150961848,6.01766527741485
288,0.0253873759162213,344.862989917312,327.756540463548,0.1588,0.986143178642183,293.2,349.897694113657,6.02617127853695
289,0.0249842605895007,350.208848799875,334.684939377894,0.1588,1.00370184563565,293.2,349.99083655297,6.04118932423689
290,0.0252482917731764,346.068252137179,333.46840385801,0.1588,0.99290266880789,293.2,350.036978893237,6.03067716035552
291,0.0252847284129471,350.232919763529,328.908664931551,0.1588,0.992331666214347,293.2,349.911552969651,6.03562593464498
292,0.0253111987161482,348.30782815727,334.232387949868,0.1588,0.990016674535692,293.2,350.018016067145,6.02975730023402
293,0.0245994251035867,345.372023447606,332.20611159646,0.1588,1.02086163144313,293.2,349.969618385956,6.05769280142252
294,0.0254647328541053,341.931812146722,330.053376520348,0.1588,0.983151845029264,293.2,349.996328238647,6.02848561469733
295,0.0252846903650539,347.274272185029,333.009485618981,0.1588,0.99008713365176,293.2,350.039515772896,6.02551425112612
296,0.0252142724995024,352.07115560209,331.390926163317,0.1588,0.994546125373604,293.2,350.02112372455,6.02793775270745
297,0.0252861000623866,350.169629944496,321.565846933166,0.1588,0.99082198169013,293.2,350.01251300039,6.0283716701973
298,0.0252770362676397,349.303954240505,333.367207470232,0.1588,0.992029035183637,293.2,349.832107831997,6.04029170230888
299,0.025729446736276,347.262070912828,335.657911712152,0.1588,0.971701169374342,293.2,350.003393764401,6.01688471799712
300,0.0250797531669865,349.058539940032,330.319853234298,0.1588,1.00054904696003,293.2,349.897689164018,6.04356647437735
301,0.0246464135034587,344.858046019112,328.23776247323,0.1588,1.01771280671606,293.2,350.072905941846,6.05155223250621
302,0.0251927675279736,345.296421244352,329.582076025875,0.1588,0.994036199193459,293.2,350.039620682412,6.0346797373355
303,0.0250732224626273,350.016310937715,329.834254968793,0.1588,1.00016155841958,293.2,349.976275145754,6.04101383919247
304,0.0248338840426416,351.109337016809,324.564988479957,0.1588,1.01034973725447,293.2,349.980975571748,6.04930858768191
305,0.0252595675051191,347.640572550893,336.126485917858,0.1588,0.993573020360134,293.2,349.933809241227,6.04218921705729
306,0.025056740593344,348.581672962005,332.772897448329,0.1588,1.00004157683221,293.2,350.098795699369,6.03598292346376
307,0.0254795599165962,350.994243260034,332.421495531521,0.1588,0.98215491898476,293.2,349.992030080682,6.01963174761122
308,0.0251347421393408,343.654726564116,331.261543238896,0.1588,0.99788763245583,293.2,349.994344710349,6.03596115154255
309,0.0253195369253763,347.587246137617,328.911497526319,0.1588,0.989100560399401,293.2,350.132038726096,6.01659296083508
310,0.0249034699249393,350.206083451248,337.909608295164,0.1588,1.00517591271279,293.2,349.991177278565,6.03701899922309
311,0.0249512063065756,349.659723392066,331.902905277904,0.1588,1.00551154596296,293.2,350.186546764697,6.02636571267675
312,0.0249155441797281,348.774380270683,334.797715489979,0.1588,1.00623373231807,293.2,350.082965878568,6.0323017578628
313,0.0252019076619817,352.544314641683,330.864709595755,0.1588,0.995339194271517,293.2,349.952484012225,6.03297613992982
314,0.0247444418716404,348.287412601241,338.57273178381,0.1588,1.01501971084073,293.2,350.019127675743,6.05249360490713
315,0.0248685097146606,348.331033588118,331.888991835133,0.1588,1.00903231313657,293.2,349.949861740575,6.0544444706882
316,0.0248531124726679,350.415321121978,334.080800254211,0.1588,1.01137031518215,293.2,349.941454290695,6.05919088004608
317,0.0247726544655023,350.159003747342,330.492571848527,0.1588,1.01485030879681,293.2,349.960067417132,6.0606036403484
318,0.024953137044743,346.483736306619,335.963003662637,0.1588,1.00529399093634,293.2,350.000687773275,6.05052485487508
319,0.0252870742195403,350.86906070793,333.701554826624,0.1588,0.992362879874672,293.2,349.977531007893,6.0386418984107
320,0.0250465047277506,347.38875334539,330.578611679396,0.1588,1.00111105256312,293.2,350.061100774259,6.03765970836014
321,0.0247865801705452,346.603871955531,329.493695632756,0.1588,1.01165202306479,293.2,350.059575830818,6.04181687785533
322,0.0249653874710901,352.848478582108,335.991504789303,0.1588,1.00444464306223,293.2,350.091705442941,6.03701154065081
323,0.0252046855744984,349.537493306246,326.819363440721,0.1588,0.99609064077365,293.2,349.981175272502,6.03893740160693
324,0.0249218860157198,347.318556417136,332.942192467184,0.1588,1.00804830984098,293.2,349.946518143735,6.05160252598108
325,0.0245381836493799,346.859104978998,331.838234425889,0.1588,1.02214891718237,293.2,350.012170467944,6.06412174756767
326,0.025032251401562,348.637516172324,333.772028319444,0.1588,1.00267879217439,293.2,350.03996060291,6.04834970516347
327,0.0251460473149708,344.288162814748,328.874082588666,0.1588,0.997307756657241,293.2,350.004024270885,6.03835416434352
328,0.0255349540123162,354.203339375905,331.041400111459,0.1588,0.981223868145577,293.2,349.998631027995,6.02314090947009
329,0.0253293323146415,352.98026491935,335.300704977688,0.1588,0.989649139484953,293.2,350.007419485551,6.0252156004165
330,0.0254606042493059,341.740000852112,332.371268365021,0.1588,0.982876362018615,293.2,350.002337096275,6.01681247128232
331,0.0249624831756218,344.382073937702,331.609824800012,0.1588,1.00328818620954,293.2,350.063983519667,6.031727851542
332,0.024589498422221,351.572107343197,328.563030860435,0.1588,1.02083484220317,293.2,349.986094329974,6.05478957260788
333,0.0250631537930909,349.557805291583,333.735394247297,0.1588,1.00075976671944,293.2,349.990639087192,6.04536141429962
334,0.0256917188846263,346.429465411768,332.454903548976,0.1588,0.975822451554898,293.2,349.93566886298,6.02549377559509
335,0.0251904892839642,348.966168817708,335.217167656846,0.1588,0.996272658796388,293.2,349.969686935478,6.03937855906175
336,0.0251488374524697,350.255266499752,333.133208339217,0.1588,0.996037746071625,293.2,350.093715068774,6.02872348041277
337,0.0251205413427371,346.372956175691,329.342703001709,0.1588,0.998518295669124,293.2,349.863432646322,6.03991631968393
338,0.0248735894594106,350.62879021592,329.048704038454,0.1588,1.0096029402706,293.2,349.910002836766,6.05941888041081
339,0.0250636588669297,354.126759269262,333.398959961525,0.1588,0.999585248560504,293.2,350.138798634242,6.03645025199508
340,0.025006133098899,343.732305192032,330.471145842085,0.1588,1.00400848913944,293.2,349.72126566962,6.06047618908072
341,0.0249434659098951,351.534553686978,331.325413029989,0.1588,1.00623571767353,293.2,350.056061019259,6.0509835939239
342,0.0249864611686663,347.508189642955,333.934591709883,0.1588,1.0057497669213,293.2,349.892107615274,6.05870679463279
343,0.0248600728756571,344.660578765189,334.152323336546,0.1588,1.01041851945764,293.2,349.981508596021,6.05618957139114
344,0.0248820829399588,350.436216881128,337.987965337195,0.1588,1.00815652354739,293.2,350.013225202431,6.05123922117682
345,0.0252098616442555,349.688738299902,327.435168460797,0.1588,0.995145264724402,293.2,349.923858069638,6.04988368397434
346,0.0249986597043587,349.241255404187,328.80164815714,0.1588,1.00384668217348,293.2,349.953184587068,6.04782779926662
347,0.0251497632985183,347.468969796272,332.973325153975,0.1588,0.997037251601417,293.2,350.068060794042,6.0365109555974
348,0.0253181924992993,354.487817474304,331.203580884552,0.1588,0.988754473719792,293.2,350.035722337795,6.02534268101657
349,0.0250327195460971,349.489295839542,330.763667336835,0.1588,1.00171669967756,293.2,349.89977550137,6.04185455270455
350,0.0254055604305894,350.881204529877,333.370039251359,0.1588,0.986264384257927,293.2,349.959631076112,6.03214617186848
351,0.0248278480116858,347.682040255057,332.114161401075,0.1588,1.00941445314804,293.2,349.942328263986,6.05405402226887
352,0.0253057216204657,350.127341956586,330.77497008768,0.1588,0.990639189252268,293.2,349.991095438897,6.03548423930492
353,0.0251334385810194,354.483613203387,329.183235469181,0.1588,0.995623507734283,293.2,350.021401452319,6.03397591551209
354,0.0250286899177935,345.342333501081,336.099633347217,0.1588,1.00199851662268,293.2,350.019232981619,6.0411066074642
355,0.0254091202693799,348.544584910019,332.673965832891,0.1588,0.98553293029364,293.2,350.036561138695,6.02327106813411
356,0.0251964850876121,343.147387153455,334.647375785642,0.1588,0.993173997721101,293.2,350.055914281444,6.02404994998916
357,0.0247544148890197,352.377662159726,333.008303140838,0.1588,1.01333300197491,293.2,349.980336811767,6.04904153775478
358,0.0250079061478543,349.904011427471,328.7681287347,0.1588,1.00347494402624,293.2,349.894240345744,6.05421681754846
359,0.0252112513536719,351.542571555046,328.305355907321,0.1588,0.995803769005088,293.2,349.978224209423,6.04297083133414
360,0.0251499336241555,351.050579911997,331.791448799853,0.1588,0.996569179101357,293.2,350.050280502049,6.03483540714665
361,0.0251629793209502,355.856250116007,328.531736016383,0.1588,0.994987694801037,293.2,350.022425790696,6.03194454185196
362,0.0249722033496284,349.550164001435,331.65941813241,0.1588,1.00502857907814,293.2,349.94981291872,6.04539193932333
363,0.0247884922317462,346.164531262961,337.123743785731,0.1588,1.01199669244533,293.2,349.953100949583,6.05656911530362
364,0.024765371299018,347.608990951399,329.123949425763,0.1588,1.01544148488411,293.2,349.815029839814,6.07211608133371
365,0.0251820689842513,351.734635542464,328.825238939856,0.1588,0.995274662645972,293.2,350.080227209905,6.043939185142
366,0.024768696336841,347.525225945994,332.802740015566,0.1588,1.01362338334317,293.2,349.916999009645,6.05519451513643
367,0.0251237068636664,349.006176957289,327.671971160142,0.1588,0.997447665818728,293.2,350.020533252995,6.04273465492933
368,0.0246056523322157,351.019406183421,330.168222699911,0.1588,1.01891272469,293.2,350.057261302694,6.05393996129111
369,0.0249175150122809,355.772461942035,332.252251785667,0.1588,1.00725065126729,293.2,350.01396047017,6.0524179308624
370,0.024896557159012,346.032886202923,334.678155210989,0.1588,1.00730962737372,293.2,350.099249256032,6.04054945989962
371,0.0250744302055933,349.167242384616,335.236098916606,0.1588,1.00026279223257,293.2,350.064151928709,6.03590800899178
372,0.0249231912611286,340.008855015426,328.055077851389,0.1588,1.00645689783942,293.2,349.860185718358,6.05598661544697
